lat,lon,tz,date,units,cloud_cover,humidity,precipitation,temperature,pressure,wind
29.18483,71.49811,+05:00,2019-10-26,standard,{'afternoon': 0.0},{'afternoon': 14.0},{'total': 0.0},"{'min': 294.79, 'max': 308.27, 'afternoon': 306.65, 'night': 297.38, 'evening': 305.15, 'morning': 294.79}",{'afternoon': 1014.0},"{'max': {'speed': 2.99, 'direction': 114.0}}"
29.18483,71.49811,+05:00,2019-10-27,standard,{'afternoon': 0.0},{'afternoon': 16.0},{'total': 0.0},"{'min': 294.27, 'max': 308.18, 'afternoon': 306.77, 'night': 298.32, 'evening': 304.55, 'morning': 294.27}",{'afternoon': 1014.0},"{'max': {'speed': 3.68, 'direction': 163.0}}"
29.18483,71.49811,+05:00,2019-10-28,standard,{'afternoon': 0.0},{'afternoon': 12.0},{'total': 0.0},"{'min': 295.43, 'max': 308.83, 'afternoon': 307.68, 'night': 298.55, 'evening': 304.52, 'morning': 295.59}",{'afternoon': 1014.0},"{'max': {'speed': 4.81, 'direction': 172.0}}"
29.18483,71.49811,+05:00,2019-10-29,standard,{'afternoon': 0.0},{'afternoon': 19.0},{'total': 0.0},"{'min': 295.52, 'max': 307.74, 'afternoon': 306.87, 'night': 299.62, 'evening': 302.51, 'morning': 295.52}",{'afternoon': 1014.0},"{'max': {'speed': 5.09, 'direction': 173.0}}"
29.18483,71.49811,+05:00,2019-10-30,standard,{'afternoon': 0.0},{'afternoon': 20.0},{'total': 0.0},"{'min': 294.37, 'max': 308.66, 'afternoon': 306.54, 'night': 299.65, 'evening': 305.63, 'morning': 294.37}",{'afternoon': 1013.0},"{'max': {'speed': 3.52, 'direction': 115.0}}"
29.18483,71.49811,+05:00,2019-10-31,standard,{'afternoon': 0.0},{'afternoon': 16.0},{'total': 0.0},"{'min': 295.78, 'max': 310.63, 'afternoon': 308.31, 'night': 299.18, 'evening': 306.66, 'morning': 295.78}",{'afternoon': 1012.0},"{'max': {'speed': 4.33, 'direction': 167.0}}"
29.18483,71.49811,+05:00,2019-11-01,standard,{'afternoon': 0.0},{'afternoon': 20.0},{'total': 0.0},"{'min': 295.55, 'max': 306.27, 'afternoon': 305.51, 'night': 299.06, 'evening': 303.17, 'morning': 296.55}",{'afternoon': 1013.0},"{'max': {'speed': 4.59, 'direction': 166.0}}"
29.18483,71.49811,+05:00,2019-11-02,standard,{'afternoon': 0.0},{'afternoon': 30.0},{'total': 0.0},"{'min': 295.24, 'max': 305.78, 'afternoon': 303.18, 'night': 297.63, 'evening': 303.16, 'morning': 295.24}",{'afternoon': 1015.0},"{'max': {'speed': 4.41, 'direction': 340.0}}"
29.18483,71.49811,+05:00,2019-11-03,standard,{'afternoon': 0.0},{'afternoon': 34.0},{'total': 0.0},"{'min': 294.19, 'max': 305.59, 'afternoon': 302.76, 'night': 296.73, 'evening': 303.17, 'morning': 294.19}",{'afternoon': 1016.0},"{'max': {'speed': 3.48, 'direction': 22.0}}"
29.18483,71.49811,+05:00,2019-11-04,standard,{'afternoon': 0.0},{'afternoon': 21.0},{'total': 0.0},"{'min': 294.65, 'max': 308.39, 'afternoon': 306.07, 'night': 297.28, 'evening': 304.6, 'morning': 294.65}",{'afternoon': 1016.0},"{'max': {'speed': 4.64, 'direction': 224.0}}"
29.18483,71.49811,+05:00,2019-11-05,standard,{'afternoon': 0.0},{'afternoon': 14.0},{'total': 0.0},"{'min': 296.05, 'max': 308.14, 'afternoon': 306.58, 'night': 297.64, 'evening': 304.01, 'morning': 296.05}",{'afternoon': 1012.0},"{'max': {'speed': 6.37, 'direction': 237.0}}"
29.18483,71.49811,+05:00,2019-11-06,standard,{'afternoon': 0.0},{'afternoon': 17.0},{'total': 0.0},"{'min': 292.62, 'max': 306.18, 'afternoon': 303.57, 'night': 297.19, 'evening': 301.94, 'morning': 292.65}",{'afternoon': 1008.0},"{'max': {'speed': 5.49, 'direction': 274.0}}"
29.18483,71.49811,+05:00,2019-11-07,standard,{'afternoon': 0.0},{'afternoon': 30.0},{'total': 0.0},"{'min': 290.96, 'max': 302.42, 'afternoon': 299.7, 'night': 292.62, 'evening': 299.31, 'morning': 290.96}",{'afternoon': 1010.0},"{'max': {'speed': 7.04, 'direction': 12.0}}"
29.18483,71.49811,+05:00,2019-11-08,standard,{'afternoon': 0.0},{'afternoon': 32.0},{'total': 0.0},"{'min': 289.44, 'max': 300.87, 'afternoon': 298.34, 'night': 293.01, 'evening': 298.05, 'morning': 289.44}",{'afternoon': 1018.0},"{'max': {'speed': 6.51, 'direction': 27.0}}"
29.18483,71.49811,+05:00,2019-11-09,standard,{'afternoon': 0.0},{'afternoon': 23.0},{'total': 0.0},"{'min': 289.06, 'max': 301.74, 'afternoon': 299.17, 'night': 291.84, 'evening': 298.71, 'morning': 289.06}",{'afternoon': 1018.0},"{'max': {'speed': 3.76, 'direction': 14.0}}"
29.18483,71.49811,+05:00,2019-11-10,standard,{'afternoon': 0.0},{'afternoon': 18.0},{'total': 0.0},"{'min': 288.7, 'max': 302.43, 'afternoon': 300.65, 'night': 292.75, 'evening': 297.6, 'morning': 288.7}",{'afternoon': 1016.0},"{'max': {'speed': 2.03, 'direction': 46.0}}"
29.18483,71.49811,+05:00,2019-11-11,standard,{'afternoon': 0.0},{'afternoon': 16.0},{'total': 0.0},"{'min': 292.22, 'max': 302.71, 'afternoon': 301.07, 'night': 292.32, 'evening': 299.69, 'morning': 292.22}",{'afternoon': 1014.0},"{'max': {'speed': 3.06, 'direction': 128.0}}"
29.18483,71.49811,+05:00,2019-11-12,standard,{'afternoon': 0.0},{'afternoon': 16.0},{'total': 0.0},"{'min': 291.93, 'max': 302.25, 'afternoon': 300.54, 'night': 294.02, 'evening': 299.7, 'morning': 291.93}",{'afternoon': 1015.0},"{'max': {'speed': 3.37, 'direction': 129.0}}"
29.18483,71.49811,+05:00,2019-11-13,standard,{'afternoon': 0.0},{'afternoon': 18.0},{'total': 0.0},"{'min': 293.49, 'max': 302.18, 'afternoon': 300.45, 'night': 295.9, 'evening': 301.39, 'morning': 293.49}",{'afternoon': 1017.0},"{'max': {'speed': 5.02, 'direction': 335.0}}"
29.18483,71.49811,+05:00,2019-11-14,standard,{'afternoon': 0.0},{'afternoon': 43.0},{'total': 0.0},"{'min': 293.09, 'max': 299.57, 'afternoon': 298.55, 'night': 294.07, 'evening': 298.45, 'morning': 293.09}",{'afternoon': 1019.0},"{'max': {'speed': 5.02, 'direction': 335.0}}"
29.18483,71.49811,+05:00,2019-11-15,standard,{'afternoon': 93.0},{'afternoon': 61.0},{'total': 0.0},"{'min': 292.32, 'max': 299.12, 'afternoon': 294.9, 'night': 294.85, 'evening': 297.96, 'morning': 293.43}",{'afternoon': 1019.0},"{'max': {'speed': 5.68, 'direction': 163.0}}"
29.18483,71.49811,+05:00,2019-11-16,standard,{'afternoon': 34.0},{'afternoon': 49.0},{'total': 0.0},"{'min': 293.95, 'max': 299.56, 'afternoon': 297.68, 'night': 295.53, 'evening': 299.26, 'morning': 293.95}",{'afternoon': 1018.0},"{'max': {'speed': 4.55, 'direction': 24.0}}"
29.18483,71.49811,+05:00,2019-11-17,standard,{'afternoon': 21.0},{'afternoon': 38.0},{'total': 0.0},"{'min': 292.92, 'max': 300.57, 'afternoon': 298.16, 'night': 295.9, 'evening': 300.57, 'morning': 293.02}",{'afternoon': 1020.0},"{'max': {'speed': 4.55, 'direction': 24.0}}"
29.18483,71.49811,+05:00,2019-11-18,standard,{'afternoon': 0.0},{'afternoon': 30.0},{'total': 0.0},"{'min': 294.25, 'max': 302.24, 'afternoon': 300.21, 'night': 296.36, 'evening': 300.97, 'morning': 294.37}",{'afternoon': 1016.0},"{'max': {'speed': 4.67, 'direction': 201.0}}"
29.18483,71.49811,+05:00,2019-11-19,standard,{'afternoon': 0.0},{'afternoon': 24.0},{'total': 0.0},"{'min': 293.5, 'max': 301.57, 'afternoon': 299.45, 'night': 296.63, 'evening': 300.23, 'morning': 293.53}",{'afternoon': 1015.0},"{'max': {'speed': 4.26, 'direction': 213.0}}"
29.18483,71.49811,+05:00,2019-11-20,standard,{'afternoon': 63.0},{'afternoon': 26.0},{'total': 0.0},"{'min': 293.53, 'max': 300.98, 'afternoon': 299.97, 'night': 296.56, 'evening': 300.02, 'morning': 293.74}",{'afternoon': 1015.0},"{'max': {'speed': 3.16, 'direction': 201.0}}"
29.18483,71.49811,+05:00,2019-11-21,standard,{'afternoon': 100.0},{'afternoon': 23.0},{'total': 0.0},"{'min': 294.18, 'max': 300.81, 'afternoon': 299.25, 'night': 296.16, 'evening': 299.3, 'morning': 294.29}",{'afternoon': 1018.0},"{'max': {'speed': 5.25, 'direction': 61.0}}"
29.18483,71.49811,+05:00,2019-11-22,standard,{'afternoon': 100.0},{'afternoon': 20.0},{'total': 0.0},"{'min': 292.33, 'max': 299.16, 'afternoon': 297.75, 'night': 295.29, 'evening': 296.36, 'morning': 292.36}",{'afternoon': 1019.0},"{'max': {'speed': 7.69, 'direction': 14.0}}"
29.18483,71.49811,+05:00,2019-11-23,standard,{'afternoon': 78.0},{'afternoon': 37.0},{'total': 0.0},"{'min': 290.89, 'max': 298.73, 'afternoon': 296.23, 'night': 292.77, 'evening': 298.38, 'morning': 291.08}",{'afternoon': 1020.0},"{'max': {'speed': 5.74, 'direction': 357.0}}"
29.18483,71.49811,+05:00,2019-11-24,standard,{'afternoon': 0.0},{'afternoon': 31.0},{'total': 0.0},"{'min': 291.54, 'max': 299.03, 'afternoon': 296.99, 'night': 294.24, 'evening': 298.38, 'morning': 291.56}",{'afternoon': 1018.0},"{'max': {'speed': 3.63, 'direction': 29.0}}"
29.18483,71.49811,+05:00,2019-11-25,standard,{'afternoon': 0.0},{'afternoon': 22.0},{'total': 0.0},"{'min': 291.88, 'max': 299.06, 'afternoon': 298.27, 'night': 294.3, 'evening': 298.09, 'morning': 291.88}",{'afternoon': 1018.0},"{'max': {'speed': 3.21, 'direction': 82.0}}"
29.18483,71.49811,+05:00,2019-11-26,standard,{'afternoon': 53.0},{'afternoon': 23.0},{'total': 0.0},"{'min': 291.52, 'max': 298.84, 'afternoon': 297.25, 'night': 293.25, 'evening': 297.68, 'morning': 291.52}",{'afternoon': 1018.0},"{'max': {'speed': 4.76, 'direction': 38.0}}"
29.18483,71.49811,+05:00,2019-11-27,standard,{'afternoon': 0.0},{'afternoon': 28.0},{'total': 0.0},"{'min': 289.83, 'max': 298.81, 'afternoon': 295.99, 'night': 292.66, 'evening': 297.58, 'morning': 289.83}",{'afternoon': 1017.0},"{'max': {'speed': 4.56, 'direction': 9.0}}"
29.18483,71.49811,+05:00,2019-11-28,standard,{'afternoon': 0.0},{'afternoon': 27.0},{'total': 0.0},"{'min': 290.51, 'max': 298.57, 'afternoon': 296.37, 'night': 293.12, 'evening': 297.17, 'morning': 290.53}",{'afternoon': 1019.0},"{'max': {'speed': 5.68, 'direction': 18.0}}"
29.18483,71.49811,+05:00,2019-11-29,standard,{'afternoon': 0.0},{'afternoon': 37.0},{'total': 0.0},"{'min': 289.37, 'max': 297.54, 'afternoon': 295.15, 'night': 292.49, 'evening': 296.63, 'morning': 289.37}",{'afternoon': 1020.0},"{'max': {'speed': 5.68, 'direction': 18.0}}"
29.18483,71.49811,+05:00,2019-11-30,standard,{'afternoon': 0.0},{'afternoon': 23.0},{'total': 0.0},"{'min': 289.19, 'max': 297.02, 'afternoon': 295.0, 'night': 291.86, 'evening': 295.72, 'morning': 289.27}",{'afternoon': 1020.0},"{'max': {'speed': 3.83, 'direction': 37.0}}"
29.18483,71.49811,+05:00,2019-12-01,standard,{'afternoon': 0.0},{'afternoon': 16.0},{'total': 0.0},"{'min': 289.0, 'max': 297.41, 'afternoon': 295.28, 'night': 290.62, 'evening': 296.07, 'morning': 289.0}",{'afternoon': 1019.0},"{'max': {'speed': 2.86, 'direction': 32.0}}"
29.18483,71.49811,+05:00,2019-12-02,standard,{'afternoon': 0.0},{'afternoon': 16.0},{'total': 0.0},"{'min': 288.86, 'max': 298.58, 'afternoon': 296.6, 'night': 291.73, 'evening': 296.86, 'morning': 288.86}",{'afternoon': 1019.0},"{'max': {'speed': 2.81, 'direction': 145.0}}"
29.18483,71.49811,+05:00,2019-12-03,standard,{'afternoon': 0.0},{'afternoon': 19.0},{'total': 0.0},"{'min': 290.19, 'max': 299.35, 'afternoon': 297.04, 'night': 292.59, 'evening': 297.0, 'morning': 290.36}",{'afternoon': 1019.0},"{'max': {'speed': 3.51, 'direction': 164.0}}"
29.18483,71.49811,+05:00,2019-12-04,standard,{'afternoon': 100.0},{'afternoon': 18.0},{'total': 0.0},"{'min': 290.11, 'max': 299.07, 'afternoon': 296.84, 'night': 293.65, 'evening': 296.85, 'morning': 290.3}",{'afternoon': 1019.0},"{'max': {'speed': 3.41, 'direction': 184.0}}"
29.18483,71.49811,+05:00,2019-12-05,standard,{'afternoon': 66.0},{'afternoon': 16.0},{'total': 0.0},"{'min': 289.46, 'max': 298.7, 'afternoon': 296.84, 'night': 293.22, 'evening': 296.78, 'morning': 289.76}",{'afternoon': 1021.0},"{'max': {'speed': 3.05, 'direction': 104.0}}"
29.18483,71.49811,+05:00,2019-12-06,standard,{'afternoon': 0.0},{'afternoon': 17.0},{'total': 0.0},"{'min': 288.99, 'max': 298.19, 'afternoon': 295.54, 'night': 291.16, 'evening': 296.17, 'morning': 289.16}",{'afternoon': 1022.0},"{'max': {'speed': 2.65, 'direction': 33.0}}"
29.18483,71.49811,+05:00,2019-12-07,standard,{'afternoon': 0.0},{'afternoon': 17.0},{'total': 0.0},"{'min': 288.7, 'max': 297.61, 'afternoon': 294.76, 'night': 290.9, 'evening': 295.74, 'morning': 288.7}",{'afternoon': 1021.0},"{'max': {'speed': 3.06, 'direction': 37.0}}"
29.18483,71.49811,+05:00,2019-12-08,standard,{'afternoon': 0.0},{'afternoon': 16.0},{'total': 0.0},"{'min': 287.33, 'max': 297.53, 'afternoon': 295.46, 'night': 291.06, 'evening': 295.33, 'morning': 287.33}",{'afternoon': 1020.0},"{'max': {'speed': 2.65, 'direction': 156.0}}"
29.18483,71.49811,+05:00,2019-12-09,standard,{'afternoon': 47.0},{'afternoon': 16.0},{'total': 0.0},"{'min': 289.41, 'max': 297.91, 'afternoon': 295.96, 'night': 291.14, 'evening': 296.33, 'morning': 290.43}",{'afternoon': 1019.0},"{'max': {'speed': 2.7, 'direction': 165.0}}"
29.18483,71.49811,+05:00,2019-12-10,standard,{'afternoon': 0.0},{'afternoon': 15.0},{'total': 0.0},"{'min': 289.06, 'max': 298.45, 'afternoon': 296.58, 'night': 291.9, 'evening': 296.4, 'morning': 289.07}",{'afternoon': 1017.0},"{'max': {'speed': 3.37, 'direction': 175.0}}"
29.18483,71.49811,+05:00,2019-12-11,standard,{'afternoon': 92.0},{'afternoon': 19.0},{'total': 0.0},"{'min': 291.73, 'max': 298.02, 'afternoon': 296.38, 'night': 293.1, 'evening': 296.25, 'morning': 292.33}",{'afternoon': 1014.0},"{'max': {'speed': 3.3, 'direction': 175.0}}"
29.18483,71.49811,+05:00,2019-12-12,standard,{'afternoon': 100.0},{'afternoon': 83.0},{'total': 0.0},"{'min': 286.32, 'max': 293.83, 'afternoon': 287.17, 'night': 293.83, 'evening': 287.84, 'morning': 286.32}",{'afternoon': 1015.0},"{'max': {'speed': 8.57, 'direction': 34.0}}"
29.18483,71.49811,+05:00,2019-12-13,standard,{'afternoon': 12.0},{'afternoon': 58.0},{'total': 0.0},"{'min': 284.79, 'max': 292.45, 'afternoon': 289.08, 'night': 286.45, 'evening': 292.45, 'morning': 284.79}",{'afternoon': 1016.0},"{'max': {'speed': 4.45, 'direction': 198.0}}"
29.18483,71.49811,+05:00,2019-12-14,standard,{'afternoon': 10.0},{'afternoon': 41.0},{'total': 0.0},"{'min': 287.49, 'max': 294.29, 'afternoon': 292.43, 'night': 289.62, 'evening': 293.51, 'morning': 287.6}",{'afternoon': 1021.0},"{'max': {'speed': 4.18, 'direction': 205.0}}"
29.18483,71.49811,+05:00,2019-12-15,standard,{'afternoon': 0.0},{'afternoon': 43.0},{'total': 0.0},"{'min': 287.75, 'max': 293.33, 'afternoon': 291.82, 'night': 290.1, 'evening': 292.57, 'morning': 287.77}",{'afternoon': 1022.0},"{'max': {'speed': 3.24, 'direction': 113.0}}"
29.18483,71.49811,+05:00,2019-12-16,standard,{'afternoon': 0.0},{'afternoon': 34.0},{'total': 0.0},"{'min': 287.01, 'max': 293.34, 'afternoon': 291.48, 'night': 288.95, 'evening': 292.89, 'morning': 287.01}",{'afternoon': 1022.0},"{'max': {'speed': 2.9, 'direction': 20.0}}"
29.18483,71.49811,+05:00,2019-12-17,standard,{'afternoon': 24.0},{'afternoon': 25.0},{'total': 0.0},"{'min': 286.38, 'max': 293.83, 'afternoon': 291.52, 'night': 288.8, 'evening': 293.16, 'morning': 286.38}",{'afternoon': 1024.0},"{'max': {'speed': 2.43, 'direction': 10.0}}"
29.18483,71.49811,+05:00,2019-12-18,standard,{'afternoon': 41.0},{'afternoon': 22.0},{'total': 0.0},"{'min': 286.42, 'max': 294.66, 'afternoon': 292.86, 'night': 288.39, 'evening': 293.55, 'morning': 286.63}",{'afternoon': 1021.0},"{'max': {'speed': 3.21, 'direction': 161.0}}"
29.18483,71.49811,+05:00,2019-12-19,standard,{'afternoon': 100.0},{'afternoon': 23.0},{'total': 0.0},"{'min': 288.77, 'max': 294.69, 'afternoon': 293.15, 'night': 290.67, 'evening': 294.01, 'morning': 288.77}",{'afternoon': 1019.0},"{'max': {'speed': 3.43, 'direction': 104.0}}"
29.18483,71.49811,+05:00,2019-12-20,standard,{'afternoon': 96.0},{'afternoon': 19.0},{'total': 0.0},"{'min': 288.96, 'max': 295.11, 'afternoon': 293.4, 'night': 290.97, 'evening': 293.77, 'morning': 288.96}",{'afternoon': 1016.0},"{'max': {'speed': 3.25, 'direction': 65.0}}"
29.18483,71.49811,+05:00,2019-12-21,standard,{'afternoon': 0.0},{'afternoon': 20.0},{'total': 0.0},"{'min': 287.85, 'max': 295.8, 'afternoon': 293.75, 'night': 289.81, 'evening': 294.17, 'morning': 287.95}",{'afternoon': 1019.0},"{'max': {'speed': 3.91, 'direction': 61.0}}"
29.18483,71.49811,+05:00,2019-12-22,standard,{'afternoon': 0.0},{'afternoon': 28.0},{'total': 0.0},"{'min': 286.93, 'max': 295.33, 'afternoon': 293.22, 'night': 289.87, 'evening': 294.12, 'morning': 286.93}",{'afternoon': 1020.0},"{'max': {'speed': 3.21, 'direction': 88.0}}"
29.18483,71.49811,+05:00,2019-12-23,standard,{'afternoon': 38.0},{'afternoon': 23.0},{'total': 0.0},"{'min': 286.53, 'max': 294.41, 'afternoon': 292.51, 'night': 289.26, 'evening': 293.1, 'morning': 286.53}",{'afternoon': 1018.0},"{'max': {'speed': 2.81, 'direction': 118.0}}"
29.18483,71.49811,+05:00,2019-12-24,standard,{'afternoon': 0.0},{'afternoon': 19.0},{'total': 0.0},"{'min': 286.67, 'max': 294.74, 'afternoon': 292.37, 'night': 289.16, 'evening': 293.03, 'morning': 286.82}",{'afternoon': 1019.0},"{'max': {'speed': 3.61, 'direction': 69.0}}"
29.18483,71.49811,+05:00,2019-12-25,standard,{'afternoon': 0.0},{'afternoon': 23.0},{'total': 0.0},"{'min': 285.97, 'max': 293.81, 'afternoon': 291.27, 'night': 288.95, 'evening': 292.61, 'morning': 286.0}",{'afternoon': 1020.0},"{'max': {'speed': 2.46, 'direction': 71.0}}"
29.18483,71.49811,+05:00,2019-12-26,standard,{'afternoon': 0.0},{'afternoon': 18.0},{'total': 0.0},"{'min': 285.49, 'max': 294.65, 'afternoon': 292.27, 'night': 288.42, 'evening': 293.03, 'morning': 285.67}",{'afternoon': 1018.0},"{'max': {'speed': 3.05, 'direction': 157.0}}"
29.18483,71.49811,+05:00,2019-12-27,standard,{'afternoon': 0.0},{'afternoon': 15.0},{'total': 0.0},"{'min': 286.8, 'max': 294.89, 'afternoon': 292.76, 'night': 289.22, 'evening': 293.11, 'morning': 286.8}",{'afternoon': 1018.0},"{'max': {'speed': 3.45, 'direction': 190.0}}"
29.18483,71.49811,+05:00,2019-12-28,standard,{'afternoon': 0.0},{'afternoon': 15.0},{'total': 0.0},"{'min': 285.79, 'max': 293.54, 'afternoon': 291.32, 'night': 289.01, 'evening': 291.98, 'morning': 285.79}",{'afternoon': 1019.0},"{'max': {'speed': 3.3, 'direction': 94.0}}"
29.18483,71.49811,+05:00,2019-12-29,standard,{'afternoon': 0.0},{'afternoon': 14.0},{'total': 0.0},"{'min': 284.54, 'max': 291.8, 'afternoon': 289.57, 'night': 287.88, 'evening': 290.49, 'morning': 284.54}",{'afternoon': 1020.0},"{'max': {'speed': 3.3, 'direction': 94.0}}"
29.18483,71.49811,+05:00,2019-12-30,standard,{'afternoon': 0.0},{'afternoon': 16.0},{'total': 0.0},"{'min': 283.13, 'max': 290.81, 'afternoon': 287.99, 'night': 285.3, 'evening': 289.78, 'morning': 283.13}",{'afternoon': 1019.0},"{'max': {'speed': 3.12, 'direction': 77.0}}"
29.18483,71.49811,+05:00,2019-12-31,standard,{'afternoon': 69.0},{'afternoon': 22.0},{'total': 0.0},"{'min': 283.13, 'max': 291.01, 'afternoon': 288.31, 'night': 285.74, 'evening': 289.33, 'morning': 283.27}",{'afternoon': 1021.0},"{'max': {'speed': 4.49, 'direction': 53.0}}"
29.18483,71.49811,+05:00,2020-01-01,standard,{'afternoon': 100.0},{'afternoon': 27.0},{'total': 0.0},"{'min': 282.78, 'max': 290.82, 'afternoon': 288.04, 'night': 285.36, 'evening': 289.47, 'morning': 282.78}",{'afternoon': 1023.0},"{'max': {'speed': 5.23, 'direction': 43.0}}"
29.18483,71.49811,+05:00,2020-01-02,standard,{'afternoon': 0.0},{'afternoon': 23.0},{'total': 0.0},"{'min': 283.0, 'max': 292.79, 'afternoon': 289.23, 'night': 285.0, 'evening': 291.94, 'morning': 283.08}",{'afternoon': 1024.0},"{'max': {'speed': 5.22, 'direction': 43.0}}"
29.18483,71.49811,+05:00,2020-01-03,standard,{'afternoon': 0.0},{'afternoon': 26.0},{'total': 0.0},"{'min': 285.17, 'max': 293.17, 'afternoon': 290.86, 'night': 286.99, 'evening': 292.77, 'morning': 285.25}",{'afternoon': 1022.0},"{'max': {'speed': 4.73, 'direction': 17.0}}"
29.18483,71.49811,+05:00,2020-01-04,standard,{'afternoon': 0.0},{'afternoon': 33.0},{'total': 0.0},"{'min': 287.25, 'max': 295.27, 'afternoon': 293.23, 'night': 289.11, 'evening': 294.47, 'morning': 287.25}",{'afternoon': 1018.0},"{'max': {'speed': 5.48, 'direction': 207.0}}"
29.18483,71.49811,+05:00,2020-01-05,standard,{'afternoon': 95.0},{'afternoon': 31.0},{'total': 0.0},"{'min': 286.33, 'max': 292.49, 'afternoon': 291.41, 'night': 290.24, 'evening': 292.29, 'morning': 286.73}",{'afternoon': 1019.0},"{'max': {'speed': 9.2, 'direction': 7.0}}"
29.18483,71.49811,+05:00,2020-01-06,standard,{'afternoon': 100.0},{'afternoon': 42.0},{'total': 0.0},"{'min': 285.08, 'max': 291.36, 'afternoon': 290.73, 'night': 286.33, 'evening': 288.11, 'morning': 286.0}",{'afternoon': 1019.0},"{'max': {'speed': 9.2, 'direction': 7.0}}"
29.18483,71.49811,+05:00,2020-01-07,standard,{'afternoon': 96.0},{'afternoon': 70.0},{'total': 0.0},"{'min': 284.62, 'max': 290.71, 'afternoon': 287.81, 'night': 285.08, 'evening': 290.65, 'morning': 284.63}",{'afternoon': 1020.0},"{'max': {'speed': 6.43, 'direction': 3.0}}"
29.18483,71.49811,+05:00,2020-01-08,standard,{'afternoon': 0.0},{'afternoon': 50.0},{'total': 0.0},"{'min': 284.81, 'max': 291.14, 'afternoon': 289.6, 'night': 286.9, 'evening': 290.63, 'morning': 284.81}",{'afternoon': 1018.0},"{'max': {'speed': 4.39, 'direction': 337.0}}"
29.18483,71.49811,+05:00,2020-01-09,standard,{'afternoon': 0.0},{'afternoon': 39.0},{'total': 0.0},"{'min': 284.29, 'max': 290.81, 'afternoon': 288.66, 'night': 285.98, 'evening': 290.8, 'morning': 284.35}",{'afternoon': 1022.0},"{'max': {'speed': 3.15, 'direction': 54.0}}"
29.18483,71.49811,+05:00,2020-01-10,standard,{'afternoon': 0.0},{'afternoon': 32.0},{'total': 0.0},"{'min': 283.97, 'max': 291.19, 'afternoon': 288.75, 'night': 287.02, 'evening': 291.19, 'morning': 283.97}",{'afternoon': 1023.0},"{'max': {'speed': 3.01, 'direction': 95.0}}"
29.18483,71.49811,+05:00,2020-01-11,standard,{'afternoon': 68.0},{'afternoon': 24.0},{'total': 0.0},"{'min': 285.55, 'max': 292.38, 'afternoon': 290.62, 'night': 287.39, 'evening': 292.38, 'morning': 285.86}",{'afternoon': 1021.0},"{'max': {'speed': 3.13, 'direction': 74.0}}"
29.18483,71.49811,+05:00,2020-01-12,standard,{'afternoon': 13.0},{'afternoon': 29.0},{'total': 0.0},"{'min': 285.73, 'max': 293.41, 'afternoon': 290.15, 'night': 289.49, 'evening': 292.76, 'morning': 286.31}",{'afternoon': 1020.0},"{'max': {'speed': 8.77, 'direction': 355.0}}"
29.18483,71.49811,+05:00,2020-01-13,standard,{'afternoon': 98.0},{'afternoon': 78.0},{'total': 0.0},"{'min': 283.76, 'max': 289.6, 'afternoon': 285.49, 'night': 287.46, 'evening': 289.6, 'morning': 284.27}",{'afternoon': 1012.0},"{'max': {'speed': 9.41, 'direction': 351.0}}"
29.18483,71.49811,+05:00,2020-01-14,standard,{'afternoon': 0.0},{'afternoon': 48.0},{'total': 0.0},"{'min': 283.16, 'max': 290.05, 'afternoon': 287.31, 'night': 286.06, 'evening': 289.97, 'morning': 283.98}",{'afternoon': 1018.0},"{'max': {'speed': 4.54, 'direction': 221.0}}"
29.18483,71.49811,+05:00,2020-01-15,standard,{'afternoon': 0.0},{'afternoon': 52.0},{'total': 0.0},"{'min': 283.69, 'max': 290.03, 'afternoon': 288.2, 'night': 285.28, 'evening': 290.03, 'morning': 283.69}",{'afternoon': 1019.0},"{'max': {'speed': 4.04, 'direction': 5.0}}"
29.18483,71.49811,+05:00,2020-01-16,standard,{'afternoon': 42.0},{'afternoon': 37.0},{'total': 0.0},"{'min': 284.48, 'max': 292.2, 'afternoon': 289.29, 'night': 286.36, 'evening': 291.66, 'morning': 284.84}",{'afternoon': 1018.0},"{'max': {'speed': 4.75, 'direction': 360.0}}"
29.18483,71.49811,+05:00,2020-01-17,standard,{'afternoon': 44.0},{'afternoon': 34.0},{'total': 0.0},"{'min': 284.02, 'max': 292.21, 'afternoon': 289.67, 'night': 286.55, 'evening': 292.09, 'morning': 284.11}",{'afternoon': 1017.0},"{'max': {'speed': 2.76, 'direction': 118.0}}"
29.18483,71.49811,+05:00,2020-01-18,standard,{'afternoon': 0.0},{'afternoon': 34.0},{'total': 0.0},"{'min': 285.03, 'max': 292.55, 'afternoon': 290.18, 'night': 287.8, 'evening': 292.55, 'morning': 285.35}",{'afternoon': 1020.0},"{'max': {'speed': 4.03, 'direction': 9.0}}"
29.18483,71.49811,+05:00,2020-01-19,standard,{'afternoon': 0.0},{'afternoon': 38.0},{'total': 0.0},"{'min': 284.52, 'max': 291.79, 'afternoon': 289.32, 'night': 287.4, 'evening': 291.79, 'morning': 284.52}",{'afternoon': 1021.0},"{'max': {'speed': 3.13, 'direction': 17.0}}"
29.18483,71.49811,+05:00,2020-01-20,standard,{'afternoon': 0.0},{'afternoon': 31.0},{'total': 0.0},"{'min': 285.52, 'max': 292.54, 'afternoon': 290.87, 'night': 287.69, 'evening': 292.47, 'morning': 285.52}",{'afternoon': 1019.0},"{'max': {'speed': 2.73, 'direction': 91.0}}"
